,id,texto,fecha,retweets,likes,fuente,nickname,num_seguidores,num_siguiendo,ubicacion,listas
0,1231687054091788289,Tengo antojo de papas fritas y lo único que tengo en la despensa son como 4 paquete de galletas. Dilemas!!! Me pide… https://t.co/2QB3m5PcYO,2020-02-23 21:07:31,0,0,Twitter for Android,ElClover_,1685,2552,"Santiago, Chile",26
1,1231686886441312262,RT @Anitadiaz22_: Nunca no quiero papas fritas,2020-02-23 21:06:52,18,0,Twitter for Android,Yovi_Sgobba,109,246,"La Rioja, Argentina",1
2,1231686884813934598,Qué clase de madre se prepara papas fritas y no le deja nada a su hijo??!,2020-02-23 21:06:51,0,0,Twitter for iPhone,JChiechi,788,131,,0
3,1231686831919575040,"el domingo voy a ir al shooping con mis amigos, un fav y le robo las papas fritas a valentino",2020-02-23 21:06:39,0,5,Twitter Web App,candiartpop,739,650,☔,11
4,1231686567930089472,RT @clubdelbajon: Papas fritas con queso 🤤 https://t.co/eNiu1XWgAH,2020-02-23 21:05:36,279,0,Twitter for Android,Blurrytrader,82,285,"Mendoza, Argentina",1
5,1231686482886381568,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 21:05:15,44,0,Twitter for Android,ibraD10,291,316,,1
6,1231686384538341376,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 21:04:52,44,0,Twitter for Android,gabrielajoseeee,130,195,,0
7,1231686367362547713,"soñé que aldi estaba haciendo papas fritas e hice un esfuerzo por levantarme y fijarme si era cierto, y no, estaba… https://t.co/ZFJVe4aklS",2020-02-23 21:04:48,0,0,Twitter for Android,irinayebara,334,623,Trivia: Just Dance,0
8,1231686313210007553,"@ReasonToLive666 Te recontra rompieron el orto. Anoche fui al corso en Boedo y comimos en restaurante: 2 aguas, una… https://t.co/cr7vdpsrN6",2020-02-23 21:04:35,0,0,Twitter Web App,flacobras,2372,2241,Argentina,35
9,1231686283149414401,Que ganas de papas fritas,2020-02-23 21:04:28,0,0,Twitter for Android,Geanecarmelino1,978,528,rojas ,0
10,1231686182884532224,Algún estudio que confirme efectos positivos de comer papas fritas todos los días? 😖,2020-02-23 21:04:04,0,1,Twitter for iPhone,barbylu,566,167,En la luna,3
11,1231685895947988993,RT @Lord_Charcha: Hermano/a como te va a caer mal Ricky Martin? Es como decir que no te gusta la pizza o las papas fritas.,2020-02-23 21:02:55,3,0,Twitter for Android,JotaPez87,547,1356,Chile,2
12,1231685803513991168,Quiero una pizza con papas fritas y milanesa con empanadas https://t.co/Rm7TYSqft8,2020-02-23 21:02:33,0,0,Twitter for Android,AbriRemorini,53,48,"La Plata, Argentina",0
13,1231685757603061767,RT @PachiiBaldess: Que ganas de una coca y papas fritas.,2020-02-23 21:02:22,1,0,Twitter for Android,enneptunoh,113,157,En la concha de la lora ,0
14,1231685142093205507,"Unas ganas de que me des bola, así te cocino papas fritas, muchas papas fritas",2020-02-23 20:59:56,0,0,Twitter Web App,santyflores1,198,328,"Rosario, argentina",1
15,1231684983837929472,Antojo de lo más rico del mundo papas fritas y cerveza 🤤,2020-02-23 20:59:18,0,5,Twitter for iPhone,Japi_Pao,6585,6064,,14
16,1231684855504744450,Una de mis papas fritas tiene moho ☹️ https://t.co/xlXP63BQ3u,2020-02-23 20:58:47,0,2,Twitter for Android,Soy_UnaDamita69,617,182,,0
17,1231684845472014341,"RT @AlanGutierrez40: Si están en la Fiesta de la Cerveza de Santa Clara les rrecomiendo que vayan al stand 14. Tenemos licuados, papas frit…",2020-02-23 20:58:45,1,0,Twitter for Android,Totolaricchia,319,300,Mar del Plata,1
18,1231684716010594304,"@MConsuelofg Es que se pasan, si hubiesen sido suflitos y papas fritas no te dicen nada",2020-02-23 20:58:14,0,0,Twitter for Android,mpaz81,646,533,Chile,9
19,1231684537501048833,me consumen las ganas de milanesas con papas fritas,2020-02-23 20:57:31,0,0,Twitter for iPhone,anialbanese,499,445,,0
20,1231684198228004865,RT @Dolarizar: CON BARBACOA Y PAPAS FRITAS,2020-02-23 20:56:11,12,0,Twitter for iPhone,AcostaOctavio_,260,115,,0
21,1231684187725402114,@_Giobellina Ahora voy y te hago milanesas con papas fritas o puré?,2020-02-23 20:56:08,0,1,Twitter for Android,XlautarozaffaX,45,142,,0
22,1231684069005647874,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:55:40,44,0,Twitter for iPhone,Adrianalvarez_,1037,1073,the moon,7
23,1231683877829259265,quiero ahogarme en papas fritas,2020-02-23 20:54:54,0,0,Twitter Web App,GerxldineV,793,399,,1
24,1231683176231292928,¿Y si te compro una coca y papas fritas y salimos a sacarle el cuero a todo el que pase mientras te manoseo el orto… https://t.co/pcB6Y3VcuF,2020-02-23 20:52:07,0,0,Twitter for Android,TahielSanchez1,177,1093,,0
25,1231682901026234368,"Hoy he estado comiendo mis cosas favoritas: churros, serranito del menta y solomillo al whisky, coco, donut de choc… https://t.co/0kh5M4o6qR",2020-02-23 20:51:01,0,1,Twitter for Android,jxsefag,106,85,,3
26,1231682900443136001,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:51:01,44,0,Twitter for iPhone,Marieljfg,972,549,,0
27,1231682605927600130,"cada vez q digo eso, como papas fritas dos días seguidos y a los días me vuelve agarrar antojo y así sucesivamente https://t.co/zIXqhza9rc",2020-02-23 20:49:51,0,0,Twitter for Android,LuzGoomez_,438,226,,0
28,1231682584544935937,"alguien que me salve el día con un paquete enorme de papas fritas
pago lo que sea",2020-02-23 20:49:46,0,0,Twitter for iPhone,Juuli_Cordoba,763,558,"Buenos Aires, Argentina",1
29,1231682457935732736,"Que genial, esto es como comer papas fritas con nutella. https://t.co/rkhqXgvZmI",2020-02-23 20:49:16,0,0,Twitter Web App,AyaLaLuiisa,393,329,Venezuela,5
30,1231682334203707393,tengo unas severas ganas de comer papas fritas,2020-02-23 20:48:46,0,0,Twitter for Android,LuzGoomez_,438,226,,0
31,1231682236459704328,"Tengo ganas de comer completos, hot rolls son salsa teriyaki y papas fritas  😢",2020-02-23 20:48:23,0,0,Twitter for Android,MardyBuuuuuum,91,86,,0
32,1231682008105070592,"Estoy merendando choris con papas fritas, siempre gordo 🐷🦁🔥",2020-02-23 20:47:28,0,0,Twitter Web App,PirchioL,53,70,"Bahía Blanca, Argentina",0
33,1231681967403474946,"RT @jtorres25: Tabasco para papas fritas y cosas empanizadas
Red hot para alitas 
Valentina para papitas 
Sriracha para arroz y comida más…",2020-02-23 20:47:19,1,0,Twitter for Android,ALEJANDROLOPEZR,728,2222,,12
34,1231681897333501953,RT @Lapreviaok_: Estamos de acuerdo que las mejores Papas Fritas de las cadenas de comida rápida son las de McDonalds no https://t.co/T1bZG…,2020-02-23 20:47:02,354,0,Twitter for iPhone,Nikkicosta___,23,77,,0
35,1231681799937576961,"Tabasco para papas fritas y cosas empanizadas
Red hot para alitas 
Valentina para papitas 
Sriracha para arroz y co… https://t.co/iNgPm4F4GH",2020-02-23 20:46:39,1,1,Twitter for Android,jtorres25,426,760,"Guadalajara, Jalisco",4
36,1231681571700297730,"@KTaehyungfk ❤ Solo no te comas mis papas fritas, son lo único que no vómito ;n;",2020-02-23 20:45:44,0,1,Twitter for Android,park_jimin_fk,26,36,,1
37,1231680997600714752,"Si están en la Fiesta de la Cerveza de Santa Clara les rrecomiendo que vayan al stand 14. Tenemos licuados, papas f… https://t.co/4zsa6Sdek1",2020-02-23 20:43:28,1,0,Twitter Web App,AlanGutierrez40,635,364,"Mar del Plata, Argentina",2
38,1231680799306592257,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:42:40,44,0,Twitter for Android,Claugil08,136,598,,0
39,1231680759406170114,"RT @BenitoLachito: Zanjemos de una buena vez ☝🏼

RT = Picana + papas fritas 

Fav = sushi 

Omg = todas las anteriores https://t.co/RLNZmWM…",2020-02-23 20:42:31,3,0,Twitter for iPhone,Alfonsoendara,436,967,Buin - Chile,4
40,1231680729068818434,RT @tmsbuzatto: alguien q se haga unas papas fritas,2020-02-23 20:42:23,1,0,Twitter for Android,milabelen_,52,78,,0
41,1231680179237466112,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:40:12,44,0,Twitter Web App,HectorLPerazaP,1086,439,Venezuela.,8
42,1231680131615404032,"@fmendiguren La suprema napolitana con papas fritas de que origen es ?
Bueno.
Ese !",2020-02-23 20:40:01,0,0,Twitter for Android,TheSauvageGoose,1955,2168,"Buenos Aires, Argentina",4
43,1231680059490127874,@moonstranger_ Bueno si las papas fritas si,2020-02-23 20:39:44,0,0,Twitter for iPhone,prxmis3,867,786,In jimin’s heart⁎⁺˳✧༚,4
44,1231680012056694787,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:39:33,44,0,Twitter for iPhone,lizramirez02,5796,161,El infierno 🔥,29
45,1231679975104876545,@Dobita Quiero saber si tiene papas fritas.,2020-02-23 20:39:24,0,2,Twitter for Android,otonista,2390,1960,"Recreo, Viña.",28
46,1231679938673217539,RT @mjmesan: @GranCTimes Papas fritas y huevo. Punto,2020-02-23 20:39:15,0,0,Twitter for Android,Nyx_Airgetlam,1046,673,"Canaria (2.073,35 km away)",20
47,1231679820511219712,Ahora las publicidades que me aparecen en Instagram son de papas fritas con cheddar y tocineta. Estoy antojada. 😭,2020-02-23 20:38:47,0,0,Twitter for Android,Sonii_m,157,172,"Buenos Aires, Argentina",0
48,1231679785685917705,"@erikadelvolga @Retro_Series Divinas fuentes de soda, con un aire acondicionado que helaba los huesos ... Erika se… https://t.co/7IuAza5q41",2020-02-23 20:38:39,0,1,Twitter for iPhone,cabaezo1969,833,308,Bridge over trubled water.,0
49,1231679554839810048,Sonará demasiado gordo si digo que quiero papas fritas con queso derretido y aparte unas frituras y unas gorditas y… https://t.co/AfUS45ijLE,2020-02-23 20:37:44,0,2,Twitter for Android,armonblue,1649,1559,"© 06 En los brazos de Ale, tomando chocolate caliente durante las mañanas.",4
50,1231679379643781120,"« repente, sobre Adelaide mientras se terminaba su cartón de papas fritas—. Posta, tengo un buen presentimiento sob… https://t.co/85YynSlPjb",2020-02-23 20:37:02,0,0,Twitt-RP,onctrackmind,19,13,,1
51,1231679159467958272,¿Cómo así que papas fritas con arroz y tajadas de maduro no constituyen una comida completa? 😱,2020-02-23 20:36:09,0,4,Twitter Web App,Leva360C,45,191,,0
52,1231678760832860163,"acabo de ""merendar"" una hamburguesa de quinoa con cheddar y papas fritas..
almorcé ravioles",2020-02-23 20:34:34,0,3,Twitter for Android,aimaratrimboli,2009,724,westsiDë,5
53,1231678723814043648,RT @Abrildebarbara: Q ganas de comerme como 5 milanesas napolitanas con muchas papas fritas,2020-02-23 20:34:25,5,0,Twitter for Android,curu89189592,598,345,"Esquel, Argentina",1
54,1231678530540404744,RT @Lapreviaok_: Estamos de acuerdo que las mejores Papas Fritas de las cadenas de comida rápida son las de McDonalds no https://t.co/T1bZG…,2020-02-23 20:33:39,354,0,Twitter for Android,DaniiAgustiina,124,390,,0
55,1231678501260054528,RT @Lapreviaok_: Estamos de acuerdo que las mejores Papas Fritas de las cadenas de comida rápida son las de McDonalds no https://t.co/T1bZG…,2020-02-23 20:33:32,354,0,Twitter for Android,delfinaoriana01,268,426,"Zárate, Argentina",0
56,1231678329469755395,ya es la 3ra vez q como papas fritas en la semana pero es q las amo,2020-02-23 20:32:51,0,0,Twitter for Android,innevchld,30,202,00:00,0
57,1231678304006103047,que ganas de una fuente de papas fritas bien doraditas aaaaaa,2020-02-23 20:32:45,0,0,Twitter Web App,elmalo_delapeli,553,291,,12
58,1231678135990706176,Acá los tenes a los ⚽TUDOS.Te tiran carnavales en la calle.Dos pedorros cantando y música a las chapas.Venta de cho… https://t.co/tr9FkYDrVf,2020-02-23 20:32:05,0,1,Twitter for Android,bobanuncamas,3125,3141,"Haedo chico city, Argentina",0
59,1231677851902136321,"@Giulianita_hdc Corto las verduras como para lomo saltado, cebolla, tomate, le puse holantao, lo salteas, le pones… https://t.co/DyBxfCt2SE",2020-02-23 20:30:58,0,1,Twitter for Android,batidodeleche_,3754,465,narnia ,18
60,1231677773724475395,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:30:39,44,0,Twitter for Android,SidneyJezabel,456,613,Argentina,9
61,1231677587384131584,"me estoy comiendo un paquete de papas fritas sola mientras lloro y miro el lago, creo que ya me siento mejor dea",2020-02-23 20:29:54,0,2,Twitter for Android,maronivolve,161,178,,0
62,1231677357209071616,Algo que te llenaba y a la vez era barato. Se llama así ya que contiene papas fritas (chips) y pan con manteca (but… https://t.co/SKcLA4bRRZ,2020-02-23 20:29:00,0,1,Twitter for Android,SheffieldArg,629,289,"Sheffield, England",1
63,1231677281850003457,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:28:42,44,0,Twitter Web App,Naiguarecuco_05,88,60,,0
64,1231677263743275010,Lulú salvandome las papas fritas siempre jajajaja,2020-02-23 20:28:37,0,0,Twitter for Android,sabrisabatino,615,897,Baradero,0
65,1231677151927242754,"Quiero helado y papas fritas.
Pero:
1. Tengo pereza de salir.
2. No puedo comprar ambas.

Obvio, intentaré salir (a… https://t.co/usYXql0EiQ",2020-02-23 20:28:11,0,0,Twitter for Android,luflugo,1704,447,"Huila, Colombia",11
66,1231676905226723328,"RT @xlezombie: Miss Manvardu: en Venezuela hay hamburguesas de 1 dólar yo quiero

Gente: nO SÉ DÓNDE PORQUE AQUÍ EN CARACAS UNA HAMBURGUESA…",2020-02-23 20:27:12,2,0,Twitter for iPhone,mansmontx,2459,1015,London / València,13
67,1231676876613128192,"RT @BenitoLachito: Zanjemos de una buena vez ☝🏼

RT = Picana + papas fritas 

Fav = sushi 

Omg = todas las anteriores https://t.co/RLNZmWM…",2020-02-23 20:27:05,3,0,Twitter Web App,Zurdomano1,379,913,Santiago ,0
68,1231676859680804865,@EnriqueCMdC @ModinoMarta @Sara_RamirezM @RTVCes Anda papas fritas acoso.... jajajajajajajajajajajajajajajajajaja FEMINAZI,2020-02-23 20:27:01,0,0,Twitter for iPhone,eurocanarion,69,819,España,0
69,1231676775559811075,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:26:41,44,0,Twitter Web App,misssalada,589,237,Venezuela,0
70,1231676500090462209,"RT @BenitoLachito: Zanjemos de una buena vez ☝🏼

RT = Picana + papas fritas 

Fav = sushi 

Omg = todas las anteriores https://t.co/RLNZmWM…",2020-02-23 20:25:35,3,0,Twitter for iPhone,BenitoLachito,2004,2063,"Santiago del Río, Oaxaca",2
71,1231676476426203136,"Zanjemos de una buena vez ☝🏼

RT = Picana + papas fritas 

Fav = sushi 

Omg = todas las anteriores https://t.co/RLNZmWMzVn",2020-02-23 20:25:30,3,2,Twitter for iPhone,BenitoLachito,2004,2063,"Santiago del Río, Oaxaca",2
72,1231676375075082246,@Schwedenbitter_ Owww yo también soy seco pa hacer papas fritas. Hay secretillos por ahí 😌,2020-02-23 20:25:05,0,1,Twitter for Android,PMMMFW,1994,1622,Lo mas a la izquierda posible,2
73,1231676321677402114,la mamá de mi amiga nos trajo papas fritas a la cama para almorzar dsp de haber bailoteado y levantarnos a las 4 de… https://t.co/uELSMiPKRq,2020-02-23 20:24:53,0,3,Twitter for iPhone,roalvareeez,385,344,,0
74,1231676140105932800,"me levanté de la siesta y me comí unas papas fritas con abundante ketchup, ese colesterol por las nubes ya te veo",2020-02-23 20:24:09,0,0,Twitter Web App,gabsovo,988,935,,4
75,1231675619852931072,"Hoy hice guiso de zapallo italiano y me quedó super rico, lo mejor fueron las papas fritas, obvio.

Mañana haré zap… https://t.co/FkxW93m5Y5",2020-02-23 20:22:05,0,0,Twitter Web App,SebaHerLo,57,301,,0
76,1231675608196960258,Amo ponerle limón a la papas fritas,2020-02-23 20:22:03,0,0,Twitter for Android,NicoleDefazio,210,97,"Córdoba, Argentina",3
77,1231675390017576962,el otro día alguien me dijo que las papas fritas sin sal son horribles y yo creo que ese es el primer indicio de que no merecen derechos,2020-02-23 20:21:11,0,2,Twitter for Android,revolucianate,1651,467,mdp,38
78,1231675376650399754,RT @MaximiliamValvo: Lo que deseó unas buenas milanesas con papas fritas 🤤,2020-02-23 20:21:07,2,0,Twitter for Android,erigonzalez05,25,18,,0
79,1231675185293660160,"No los quiero enamorar, pero hago papas fritas sequitas y sin que se me pase la toalla de papel de aceite... 😏💅🏼
Sí… https://t.co/0hfT9lJ6DY",2020-02-23 20:20:22,0,54,Twitter for Android,Schwedenbitter_,9789,9325,La 👩🏻 en 🇨🇱 y el ❤ en 🇦🇷,12
80,1231674880288075776,"Me: no hay sal, debo prepararme algo que no requiera sal
Also me: arroz, huevo y papas fritas",2020-02-23 20:19:09,0,0,Twitter for Android,Darth_Giora,433,575,"Comunidad de Madrid, España",9
81,1231674819118321668,RT @Lapreviaok_: Estamos de acuerdo que las mejores Papas Fritas de las cadenas de comida rápida son las de McDonalds no https://t.co/T1bZG…,2020-02-23 20:18:54,354,0,Twitter for Android,Aestheticsofday,95,433,"Buenos Aires, Argentina",0
82,1231674717435813890,Me escapo de la sala caleta a la cocina para coger un poco de papas fritas que sobraron del pollo y cuando regreso… https://t.co/NayJ2Wqjku,2020-02-23 20:18:30,0,0,Twitter for iPhone,nombreconfuso,29,595,,0
83,1231674617087111168,@Pastel_ito Papas fritas.,2020-02-23 20:18:06,0,0,Twitter for Android,damacaguamas,419,200,,12
84,1231674584862253056,"@gash276 Yo preparo pollo, cochino, solo que lo sazono  y los dejo macerar, también papas Fritas y papas bravas, batatas y más!!!",2020-02-23 20:17:59,0,1,Twitter for Android,senseijq,991,2502,Venezuela,8
85,1231674474275180547,Viviría a base de helado y papas fritas,2020-02-23 20:17:32,0,1,Twitter for iPhone,abrii_gutierrez,107,107,"Neuquén, Argentina",0
86,1231674469258858496,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:17:31,44,0,Twitter for iPhone,KathMendC,449,507,Caracas - Venezuela,2
87,1231674299041406978,@makimakiv2 Mmm papas fritas,2020-02-23 20:16:50,0,0,Twitter for Android,Ghurzlak,334,391,Black Citadel.,19
88,1231673556444033024,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:13:53,44,0,Twitter for Android,noheli_ajc,300,150,,5
89,1231673415251243011,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:13:20,44,0,Twitter for Android,zulxvrh,537,1332,"Anzoátegui, Venezuela",0
90,1231673074887602183,Que ganas de comer papas fritas con ketchup,2020-02-23 20:11:59,0,1,Twitter Web App,Guada_salzmann,77,109,,0
91,1231673033624104960,"Me levanté recién y me estoy haciendo papás fritas , y me parece perfecto 🍟 🤤",2020-02-23 20:11:49,0,0,Twitter for Android,AleeOniis,1118,461,Viamonte ,0
92,1231672883765796864,RT @versotica: Cuando estoy en un restaurante y me preguntan “con qué contorno?” mi respuesta siempre va a ser: papas fritas,2020-02-23 20:11:13,44,0,Twitter for Android,Mairin2508,5,114,,0
93,1231671912977268742,Que ganas de una coca y papas fritas.,2020-02-23 20:07:22,1,0,Twitter Web App,PachiiBaldess,1557,703,,0
94,1231671826063003650,RT @ChipiDB: Aguanten las papas fritas con kétchup,2020-02-23 20:07:01,2,0,Twitter for Android,priscigaleano13,77,152,"Santa Fe, Argentina",0
95,1231671789102813185,tengo hambre de papas fritas,2020-02-23 20:06:52,0,0,Twitter for iPhone,__gxylix,158,145,clc — 9#,0
96,1231671007657766912,"Seguramente diré una tontera, o al menos seguro, incomprobable. Vistos las 2 Joshua/Ruiz y las 2 Fury/Wilder, mucho… https://t.co/g4nJYSGlWu",2020-02-23 20:03:46,0,1,Twitter for Android,17lopezmartinez,196,346,,3
97,1231670896261292039,"¡Ñomi, ñomi! 🍽 Complaciendo paladares 💚 @ElRePiTiEnTe Chicharrón de pollo con papas fritas https://t.co/aLTHSrqo5f",2020-02-23 20:03:19,0,0,Twitter for iPhone,RosemeryB,820,420,Ciudad Gótica ,9
98,1231670762739847168,RT @Abrildebarbara: Q ganas de comerme como 5 milanesas napolitanas con muchas papas fritas,2020-02-23 20:02:47,5,0,Twitter for Android,ivan_jacobsen,544,356,Esquel ,1
99,1231670757882781698,También igual la empleada domestica que me crió me hacía milanesa con papas fritas y huevos fritos para que me ponga feliz todos los días.,2020-02-23 20:02:46,0,1,Twitter for Android,tortillavegana,235,222,,0
100,1231686882364395520,Quiero comer perro caliente :(,2020-02-23 21:06:51,0,0,Twitter Web App,Sthefaniie_17,2384,520,,62
101,1231685668277014531,"Sopita de pollo y luego un perro caliente, claro que sí alta cena",2020-02-23 21:02:01,0,0,Twitter for Android,Angel_Fer_Ch,34,126,"Barcelona, España",0
102,1231671778700877824,"@Susan2114940690 Si ellos no te lo han dicho nunca, que no te quieren es paja mental tuya, justifica tu llegada al… https://t.co/khbDnnYfMf",2020-02-23 20:06:50,0,0,Twitter for Android,yessuantmorales,221,1463,República de Filipinas,0
